10.0 -19.1233954773 9.77376757171
9.5 -14.9152393797 12.3936679942
9.0 -14.3655876049 13.5152345214
8.5 -20.076453163 11.7950487853
8.0 -21.4098410592 8.38433236605
7.5 -23.0006434959 8.26934641387
7.0 -31.8499961584 4.54465918168
6.5 -23.2130212591 7.34424186059
6.0 -19.3910611407 9.34984222943
5.5 -21.4231134683 8.31215812087
5.0 -24.0711733391 7.99668187004
4.5 -27.1485400162 6.34284442387
4.0 -36.1347722683 3.94276459927
3.5 -45.6353903756 3.57596815451
3.0 -49.9998587969 3.48607109528
2.5 -50.2650616785 4.70670213686
2.0 -49.1587086537 2.24296720766
1.5 -56.608208605 2.67110418584
1.0 -78.8807704007 1.02084015241
0.5 -79.5502529162 1.0
