10.0 -9.33654343111 5.51121231219
9.5 -8.91448902689 5.63264636511
9.0 -9.07138717485 5.54048228655
8.5 -9.98914191253 5.37941473993
8.0 -9.89047418449 5.41841066427
7.5 -9.84210443909 5.24637160123
7.0 -10.5775359375 4.91219358298
6.5 -11.5951825516 4.81396938927
6.0 -11.1661837117 4.93822548661
5.5 -11.1962115278 4.93112646157
5.0 -11.8298863951 5.15675406662
4.5 -12.4221902591 4.6887600655
4.0 -13.5634098414 4.22250736155
3.5 -14.0865134857 4.61512126897
3.0 -17.1629581616 3.59165269055
2.5 -18.4970332848 3.26363102502
2.0 -28.3899784761 2.73994432725
1.5 -50.8504604408 2.06815188176
1.0 -53.3501560542 2.20267364459
0.5 -53.1657383375 2.50146126877
